YYYY-MM,UnitID,Starting Cash,Savings In,Gross Revenue,Mgmt Expense,CapEx Operating,HOA,Insurance,Property Tax,Debt Service (Total),Scheduled Principal,Interest Portion,Ops Net,Rainy Top-Up,Capex Top-Up,Rainy Balance,Capex Balance,Liquidity Required,Liquidity Actual,Liquidity Ratio,Freeze Flag,Accessible Principal,Deployable (Cash+Accessible),Feeder Draw (Net),Feeder Prepay,Purchase: Down Payment,Purchase: Closing Costs,Purchase: Initial Rainy Funding,Purchase Out (Total),New Loan Principal,Loan Balance (End),End Cash,Units Owned
Y11-05,TOTAL,0.0,4166.67,38788.75,7757.75,1939.44,7996.3,2038.62,2621.08,14847.43,5527.03,9320.4,1588.13,68.78,0.0,165020.62,271.85,165292.47,165292.47,1.0,0,704323.07,710009.08,0.0,5686.01,0.0,0.0,0.0,0.0,0.0,1621557.35,0.0,7
Y11-06,TOTAL,0.0,4166.67,37537.5,7507.5,1876.88,7996.3,2043.65,2627.55,14847.43,5591.04,9256.39,638.2,68.95,0.0,165089.57,271.85,165361.42,165361.42,1.0,0,712527.13,717263.04,0.0,4735.91,0.0,0.0,0.0,0.0,0.0,1611230.4,0.0,7
Y11-07,TOTAL,0.0,4166.67,38788.75,7757.75,1939.44,7996.3,2048.69,2634.03,14847.43,5649.99,9197.44,1565.11,69.12,0.0,165158.69,271.85,165430.54,165430.54,1.0,0,720082.87,725745.53,0.0,5662.66,0.0,0.0,0.0,0.0,0.0,1599917.75,0.0,7
Y11-08,TOTAL,0.0,4166.67,38788.75,7757.75,1939.44,7996.3,2053.74,2640.52,14847.43,5714.57,9132.86,1553.57,69.29,0.0,165227.98,271.85,165499.83,165499.83,1.0,0,728359.8,734010.74,0.0,5650.94,0.0,0.0,0.0,0.0,0.0,1588552.24,0.0,7
Y11-09,TOTAL,0.0,4166.67,37537.5,7507.5,1876.88,7996.3,2058.81,2647.04,14847.43,5779.44,9067.99,603.55,69.46,0.0,165297.45,271.85,165569.3,165569.3,1.0,0,736675.4,741376.16,0.0,4700.75,0.0,0.0,0.0,0.0,0.0,1578072.05,0.0,7
Y11-10,TOTAL,0.0,4166.67,38788.75,7757.75,1939.44,7996.3,2063.88,2653.56,14847.43,5839.27,9008.16,1530.38,69.64,0.0,165367.08,271.85,165638.93,165638.93,1.0,0,744343.27,749970.68,0.0,5627.41,0.0,0.0,0.0,0.0,0.0,1566605.37,0.0,7
Y11-11,TOTAL,0.0,4166.67,37537.5,7507.5,1876.88,7996.3,2068.97,2660.11,14847.43,5904.72,8942.71,580.31,69.81,0.0,165436.89,271.85,165708.74,165708.74,1.0,0,752732.9,757410.07,0.0,4677.17,0.0,0.0,0.0,0.0,0.0,1556023.47,0.0,7
Y11-12,TOTAL,0.0,4166.67,38788.75,7757.75,1939.44,7996.3,2074.08,2666.67,14847.43,5965.13,8882.3,1507.08,69.98,0.0,165506.87,271.85,165778.72,165778.72,1.0,0,760475.17,766078.94,0.0,5603.77,0.0,0.0,0.0,0.0,0.0,1544454.57,0.0,7
Y12-01,TOTAL,0.0,4166.67,38788.75,7757.75,1939.44,8236.19,2079.19,2673.25,14847.43,6031.17,8816.26,1255.5,1509.49,0.0,167016.36,271.85,167288.21,167288.21,1.0,0,825583.87,829496.55,0.0,3912.68,0.0,0.0,0.0,0.0,0.0,1534510.72,0.0,7
Y12-02,TOTAL,0.0,4166.67,35035.0,7007.0,1751.75,8236.19,2084.32,2679.84,14847.43,6087.93,8759.5,-1571.53,70.32,0.0,167086.68,271.85,167358.53,167358.53,1.0,0,832859.31,835384.13,0.0,2524.81,0.0,0.0,0.0,0.0,0.0,1525897.98,0.0,7
Y12-03,TOTAL,0.0,4166.67,38788.75,7757.75,1939.44,8236.19,2089.46,2686.45,14847.43,6137.1,8710.33,1232.03,70.5,0.0,167157.18,271.85,167429.03,167429.03,1.0,0,839160.85,844489.05,0.0,5328.2,0.0,0.0,0.0,0.0,0.0,1514432.68,0.0,7
Y12-04,TOTAL,0.0,4166.67,37537.5,7507.5,1876.88,8236.19,2094.61,2693.07,14847.43,6202.54,8644.89,281.82,70.67,0.0,167227.85,271.85,167499.7,167499.7,1.0,0,847549.47,851927.28,0.0,4377.81,0.0,0.0,0.0,0.0,0.0,1503852.33,0.0,7
Y12-05,TOTAL,0.0,4166.67,38788.75,7757.75,1939.44,8236.19,2099.78,2699.72,14847.43,6262.94,8584.49,1208.45,70.85,0.0,167298.7,271.85,167570.55,167570.55,1.0,0,855290.61,860594.88,0.0,5304.27,0.0,0.0,0.0,0.0,0.0,1492285.12,0.0,7
Y12-06,TOTAL,0.0,4166.67,37537.5,7507.5,1876.88,8236.19,2104.96,2706.37,14847.43,6328.97,8518.46,258.17,71.02,0.0,167369.72,271.85,167641.57,167641.57,1.0,0,863753.79,868107.61,0.0,4353.82,0.0,0.0,0.0,0.0,0.0,1481602.34,0.0,7
Y12-07,TOTAL,0.0,4166.67,38788.75,7757.75,1939.44,8236.19,2110.15,2713.05,14847.43,6389.95,8457.48,1184.74,71.2,0.0,167440.92,271.85,167712.76,167712.76,1.0,0,871569.88,876850.1,0.0,5280.21,0.0,0.0,0.0,0.0,0.0,1469932.17,0.0,7
Y12-08,TOTAL,0.0,4166.67,38788.75,7757.75,1939.44,8236.19,2115.35,2719.74,14847.43,6456.57,8390.86,1172.85,71.37,0.0,167512.29,271.85,167784.14,167784.14,1.0,0,880108.39,885376.53,0.0,5268.14,0.0,0.0,0.0,0.0,0.0,1458207.46,0.0,7
Y12-09,TOTAL,0.0,4166.67,37537.5,7507.5,1876.88,8236.19,2120.57,2726.45,14847.43,6523.5,8323.93,222.49,71.55,0.0,167583.83,271.85,167855.68,167855.68,1.0,0,888686.81,893004.41,0.0,4317.6,0.0,0.0,0.0,0.0,0.0,1447366.36,0.0,7
Y12-10,TOTAL,0.0,4166.67,38788.75,7757.75,1939.44,8236.19,2125.8,2733.17,14847.43,6585.38,8262.05,1148.97,71.72,0.0,167655.56,271.85,167927.41,167927.41,1.0,0,896618.73,901862.64,0.0,5243.91,0.0,0.0,0.0,0.0,0.0,1435537.07,0.0,7
Y12-11,TOTAL,0.0,4166.67,37537.5,7507.5,1876.88,8236.19,2131.04,2739.91,14847.43,6652.91,8194.52,198.55,71.9,0.0,167727.46,271.85,167999.31,167999.31,1.0,0,905273.66,909566.98,0.0,4293.31,0.0,0.0,0.0,0.0,0.0,1424590.85,0.0,7
Y12-12,TOTAL,0.0,4166.67,38788.75,7757.75,1939.44,8236.19,2136.3,2746.67,14847.43,6715.39,8132.04,1124.97,72.08,0.0,167799.54,271.85,168071.39,168071.39,1.0,0,913282.5,918502.06,0.0,5219.56,0.0,0.0,0.0,0.0,0.0,1412655.9,0.0,7
Y13-01,TOTAL,0.0,4166.67,38788.75,7757.75,1939.44,8483.28,2141.57,2753.44,14847.43,6783.52,8063.91,865.84,1554.77,0.0,169354.31,271.85,169626.16,169626.16,1.0,0,980358.34,983836.08,0.0,3477.74,0.0,0.0,0.0,0.0,0.0,1402394.64,0.0,7
Y13-02,TOTAL,0.0,4166.67,35035.0,7007.0,1751.75,8483.28,2146.85,2760.23,14847.43,6842.09,8005.34,-1961.54,72.43,0.0,169426.74,271.85,169698.59,169698.59,1.0,0,987866.02,989998.71,0.0,2132.69,0.0,0.0,0.0,0.0,0.0,1393419.86,0.0,7
Y13-03,TOTAL,0.0,4166.67,38788.75,7757.75,1939.44,8483.28,2152.14,2767.04,14847.43,6893.32,7954.11,841.67,72.61,0.0,169499.36,271.85,169771.21,169771.21,1.0,0,994432.45,999368.17,0.0,4935.72,0.0,0.0,0.0,0.0,0.0,1381590.81,0.0,7
Y13-04,TOTAL,0.0,4166.67,37537.5,7507.5,1876.88,8483.28,2157.45,2773.87,14847.43,6960.85,7886.58,-108.9,72.79,0.0,169572.15,271.85,169844.0,169844.0,1.0,0,1003087.2,1007072.18,0.0,3984.97,0.0,0.0,0.0,0.0,0.0,1370644.99,0.0,7
Y13-05,TOTAL,0.0,4166.67,38788.75,7757.75,1939.44,8483.28,2162.77,2780.71,14847.43,7023.33,7824.1,817.38,72.97,0.0,169645.12,271.85,169916.97,169916.97,1.0,0,1011095.75,1016006.82,0.0,4911.07,0.0,0.0,0.0,0.0,0.0,1358710.59,0.0,7
Y13-06,TOTAL,0.0,4166.67,37537.5,7507.5,1876.88,8483.28,2168.11,2787.57,14847.43,7091.46,7755.97,-133.25,73.15,0.0,169718.27,271.85,169990.12,169990.12,1.0,0,1019827.58,1023787.85,0.0,3960.26,0.0,0.0,0.0,0.0,0.0,1347658.87,0.0,7
Y13-07,TOTAL,0.0,4166.67,38788.75,7757.75,1939.44,8483.28,2173.45,2794.44,14847.43,7154.54,7692.89,792.96,73.33,0.0,169791.61,271.85,170063.45,170063.45,1.0,0,1027913.6,1032799.9,0.0,4886.3,0.0,0.0,0.0,0.0,0.0,1335618.03,0.0,7
Y13-08,TOTAL,0.0,4166.67,38788.75,7757.75,1939.44,8483.28,2178.81,2801.33,14847.43,7223.28,7624.15,780.71,73.51,0.0,169865.12,271.85,170136.97,170136.97,1.0,0,1036723.32,1041597.18,0.0,4873.86,0.0,0.0,0.0,0.0,0.0,1323520.89,0.0,7
Y13-09,TOTAL,0.0,4166.67,37537.5,7507.5,1876.88,8483.28,2184.19,2808.24,14847.43,7292.33,7555.1,-170.01,73.69,0.0,169938.81,271.85,170210.66,170210.66,1.0,0,1045574.22,1049497.19,0.0,3922.96,0.0,0.0,0.0,0.0,0.0,1312305.6,0.0,7
Y13-10,TOTAL,0.0,4166.67,38788.75,7757.75,1939.44,8483.28,2189.57,2815.17,14847.43,7356.35,7491.08,756.11,73.88,0.0,170012.69,271.85,170284.54,170284.54,1.0,0,1053779.93,1058628.83,0.0,4848.91,0.0,0.0,0.0,0.0,0.0,1300100.34,0.0,7
Y13-11,TOTAL,0.0,4166.67,37537.5,7507.5,1876.88,8483.28,2194.97,2822.11,14847.43,7426.02,7421.41,-194.67,74.06,0.0,170086.75,271.85,170358.6,170358.6,1.0,0,1062709.94,1066607.88,0.0,3897.94,0.0,0.0,0.0,0.0,0.0,1288776.37,0.0,7
Y13-12,TOTAL,0.0,4166.67,38788.75,7757.75,1939.44,8483.28,2200.39,2829.07,14847.43,7252.61,7356.77,731.4,74.24,0.0,170160.99,271.85,170432.84,170432.84,1.0,0,1070821.96,1075645.78,0.0,4823.82,0.0,0.0,0.0,0.0,0.0,1276699.94,0.0,7
Y14-01,TOTAL,0.0,4166.67,38788.75,7757.75,1939.44,8737.78,2205.81,2836.05,12752.3,5464.47,7287.83,2559.63,0.0,0.0,170160.99,271.85,159463.46,170432.84,1.068789,0,1138400.61,1145126.9,0.0,6726.29,0.0,0.0,0.0,0.0,0.0,1264509.18,0.0,7
Y14-02,TOTAL,0.0,4166.67,35035.0,7007.0,1751.75,8737.78,2211.25,2843.04,12752.3,5534.06,7218.24,-268.12,0.0,0.0,170160.99,271.85,159538.06,170432.84,1.068289,0,1147320.01,1151218.56,0.0,3898.55,0.0,0.0,0.0,0.0,0.0,1255076.58,0.0,7
Y14-03,TOTAL,0.0,4166.67,38788.75,7757.75,1939.44,8737.78,2216.71,2850.05,12752.3,5587.9,7164.4,2534.73,0.0,0.0,170160.99,271.85,159612.85,170432.84,1.067789,0,1154221.41,1160922.8,0.0,6701.39,0.0,0.0,0.0,0.0,0.0,1242787.28,0.0,7
Y14-04,TOTAL,0.0,4166.67,37537.5,7507.5,1876.88,8737.78,2222.18,2857.08,12752.3,5658.05,7094.24,1583.79,0.0,0.0,170160.99,271.85,159687.83,170432.84,1.067288,0,1163212.9,1168963.37,0.0,5750.46,0.0,0.0,0.0,0.0,0.0,1231378.77,0.0,7
Y14-05,TOTAL,0.0,4166.67,38788.75,7757.75,1939.44,8737.78,2227.66,2864.13,12752.3,5723.18,7029.12,2509.71,0.0,0.0,170160.99,271.85,159762.99,170432.84,1.066785,0,1171559.98,1178236.35,0.0,6676.37,0.0,0.0,0.0,0.0,0.0,1218979.22,0.0,7
Y14-06,TOTAL,0.0,4166.67,37537.5,7507.5,1876.88,8737.78,2233.15,2871.19,12752.3,5793.96,6958.34,1558.71,0.0,0.0,170160.99,271.85,159838.34,170432.84,1.066283,0,1180632.14,1186357.52,0.0,5725.38,0.0,0.0,0.0,0.0,0.0,1207459.88,0.0,7
Y14-07,TOTAL,0.0,4166.67,38788.75,7757.75,1939.44,8737.78,2238.66,2878.27,12752.3,5859.71,6892.58,2484.56,0.0,0.0,170160.99,271.85,159913.87,170432.84,1.065779,0,1189060.29,1195711.52,0.0,6651.23,0.0,0.0,0.0,0.0,0.0,1194948.94,0.0,7
Y14-08,TOTAL,0.0,4166.67,38788.75,7757.75,1939.44,8737.78,2244.18,2885.37,12752.3,5931.13,6821.17,2471.94,0.0,0.0,170160.99,271.85,159989.59,170432.84,1.065275,0,1198213.96,1204852.56,0.0,6638.61,0.0,0.0,0.0,0.0,0.0,1182379.21,0.0,7
Y14-09,TOTAL,0.0,4166.67,37537.5,7507.5,1876.88,8737.78,2249.71,2892.49,12752.3,6002.88,6749.41,1520.85,0.0,0.0,170160.99,271.85,160065.49,170432.84,1.064769,0,1207410.64,1213098.16,0.0,5687.52,0.0,0.0,0.0,0.0,0.0,1170688.81,0.0,7
Y14-10,TOTAL,0.0,4166.67,38788.75,7757.75,1939.44,8737.78,2255.26,2899.62,12752.3,6069.62,6682.68,2446.61,0.0,0.0,170160.99,271.85,160141.59,170432.84,1.064263,0,1215963.95,1222577.23,0.0,6613.27,0.0,0.0,0.0,0.0,0.0,1158005.92,0.0,7
Y14-11,TOTAL,0.0,4166.67,37537.5,7507.5,1876.88,8737.78,2260.82,2906.77,12752.3,6142.01,6610.28,1495.46,0.0,0.0,170160.99,271.85,160217.87,170432.84,1.063757,0,1225243.42,1230905.55,0.0,5662.12,0.0,0.0,0.0,0.0,0.0,1146201.78,0.0,7
Y14-12,TOTAL,0.0,4166.67,38788.75,7757.75,1939.44,8737.78,2266.4,2913.94,12752.3,6209.4,6542.9,2421.15,0.0,0.0,170160.99,271.85,160294.33,170432.84,1.063249,0,1233879.95,1240467.77,0.0,6587.81,0.0,0.0,0.0,0.0,0.0,1133404.57,0.0,7
Y15-01,TOTAL,0.0,4166.67,38788.75,7757.75,1939.44,8999.91,2271.99,2921.13,12752.3,6282.45,6469.85,2146.24,0.0,0.0,170160.99,271.85,161943.79,170432.84,1.05242,0,1305139.8,1311452.71,0.0,6312.91,0.0,0.0,0.0,0.0,0.0,1120809.22,0.0,7
Y15-02,TOTAL,0.0,4166.67,35035.0,7007.0,1751.75,8999.91,2277.59,2928.33,12752.3,6354.34,6397.95,-681.88,0.0,0.0,170160.99,271.85,162020.64,170432.84,1.051921,0,1314355.22,1317840.01,0.0,3484.79,0.0,0.0,0.0,0.0,0.0,1110970.09,0.0,7
Y15-03,TOTAL,0.0,4166.67,38788.75,7757.75,1939.44,8999.91,2283.21,2935.56,12752.3,6410.51,6341.79,2120.59,0.0,0.0,170160.99,271.85,162097.67,170432.84,1.051421,0,1321554.05,1327841.31,0.0,6287.26,0.0,0.0,0.0,0.0,0.0,1098272.33,0.0,7
Y15-04,TOTAL,0.0,4166.67,37537.5,7507.5,1876.88,8999.91,2288.84,2942.79,12752.3,6482.99,6269.3,1169.28,0.0,0.0,170160.99,271.85,162174.9,170432.84,1.05092,0,1330844.41,1336180.36,0.0,5335.95,0.0,0.0,0.0,0.0,0.0,1086453.38,0.0,7
Y15-05,TOTAL,0.0,4166.67,38788.75,7757.75,1939.44,8999.91,2294.49,2950.05,12752.3,6550.46,6201.84,2094.82,0.0,0.0,170160.99,271.85,162252.31,170432.84,1.050419,0,1339491.77,1345753.26,0.0,6261.49,0.0,0.0,0.0,0.0,0.0,1073641.44,0.0,7
Y15-06,TOTAL,0.0,4166.67,37537.5,7507.5,1876.88,8999.91,2300.14,2957.33,12752.3,6623.59,6128.7,1143.45,0.0,0.0,170160.99,271.85,162329.92,170432.84,1.049916,0,1348865.67,1354175.78,0.0,5310.11,0.0,0.0,0.0,0.0,0.0,1061707.73,0.0,7
Y15-07,TOTAL,0.0,4166.67,38788.75,7757.75,1939.44,8999.91,2305.82,2964.62,12752.3,6691.72,6060.58,2068.92,0.0,0.0,170160.99,271.85,162407.72,170432.84,1.049413,0,1357597.0,1363832.58,0.0,6235.58,0.0,0.0,0.0,0.0,0.0,1048780.43,0.0,7
Y15-08,TOTAL,0.0,4166.67,38788.75,7757.75,1939.44,8999.91,2311.5,2971.93,12752.3,6765.51,5986.79,2055.92,0.0,0.0,170160.99,271.85,162485.71,170432.84,1.04891,0,1367055.29,1373277.88,0.0,6222.59,0.0,0.0,0.0,0.0,0.0,1035792.34,0.0,7
Y15-09,TOTAL,0.0,4166.67,37537.5,7507.5,1876.88,8999.91,2317.2,2979.26,12752.3,6839.65,5912.65,1104.45,0.0,0.0,170160.99,271.85,162563.89,170432.84,1.048405,0,1376558.07,1381829.19,0.0,5271.12,0.0,0.0,0.0,0.0,0.0,1023681.57,0.0,7
Y15-10,TOTAL,0.0,4166.67,38788.75,7757.75,1939.44,8999.91,2322.92,2986.61,12752.3,6908.78,5843.52,2029.83,0.0,0.0,170160.99,271.85,162642.26,170432.84,1.0479,0,1385418.95,1391615.44,0.0,6196.49,0.0,0.0,0.0,0.0,0.0,1010576.29,0.0,7
Y15-11,TOTAL,0.0,4166.67,37537.5,7507.5,1876.88,8999.91,2328.65,2993.98,12752.3,6983.59,5768.71,1078.29,0.0,0.0,170160.99,271.85,162720.83,170432.84,1.047394,0,1395007.46,1400252.42,0.0,5244.96,0.0,0.0,0.0,0.0,0.0,998347.74,0.0,7
Y15-12,TOTAL,0.0,4166.67,38788.75,7757.75,1939.44,8999.91,2334.39,3001.36,12752.3,7053.4,5698.9,2003.6,0.0,0.0,170160.99,271.85,162799.6,170432.84,1.046887,0,1403954.51,1410124.78,0.0,6170.27,0.0,0.0,0.0,0.0,0.0,985124.08,0.0,7
Y16-01,TOTAL,0.0,4166.67,38788.75,7757.75,1939.44,9269.91,2340.15,3008.76,12752.3,7128.88,5623.42,1720.45,0.0,0.0,170160.99,271.85,164498.54,170432.84,1.036075,0,1477383.28,1483270.39,0.0,5887.11,0.0,0.0,0.0,0.0,0.0,972108.08,0.0,7
Y16-02,TOTAL,0.0,4166.67,35035.0,7007.0,1751.75,9269.91,2345.92,3016.18,12752.3,7203.18,5549.12,-1108.06,0.0,0.0,170160.99,271.85,164577.69,170432.84,1.035577,0,1486906.47,1489965.08,0.0,3058.61,0.0,0.0,0.0,0.0,0.0,961846.29,0.0,7
Y16-03,TOTAL,0.0,4166.67,38788.75,7757.75,1939.44,9269.91,2351.71,3023.62,12752.3,7261.76,5490.54,1694.03,0.0,0.0,170160.99,271.85,164657.03,170432.84,1.035078,0,1494414.54,1500275.23,0.0,5860.7,0.0,0.0,0.0,0.0,0.0,948723.83,0.0,7
Y16-04,TOTAL,0.0,4166.67,37537.5,7507.5,1876.88,9269.91,2357.51,3031.08,12752.3,7336.67,5415.63,742.34,0.0,0.0,170160.99,271.85,164736.57,170432.84,1.034578,0,1504015.62,1508924.62,0.0,4909.0,0.0,0.0,0.0,0.0,0.0,936478.17,0.0,7
Y16-05,TOTAL,0.0,4166.67,38788.75,7757.75,1939.44,9269.91,2363.32,3038.55,12752.3,7406.57,5345.73,1667.49,0.0,0.0,170160.99,271.85,164816.31,170432.84,1.034077,0,1512975.2,1518809.35,0.0,5834.15,0.0,0.0,0.0,0.0,0.0,923237.45,0.0,7
Y16-06,TOTAL,0.0,4166.67,37537.5,7507.5,1876.88,9269.91,2369.15,3046.05,12752.3,7482.15,5270.15,715.73,0.0,0.0,170160.99,271.85,164896.25,170432.84,1.033576,0,1522662.81,1527545.2,0.0,4882.39,0.0,0.0,0.0,0.0,0.0,910872.9,0.0,7
Y16-07,TOTAL,0.0,4166.67,38788.75,7757.75,1939.44,9269.91,2374.99,3053.56,12752.3,7552.73,5199.57,1640.81,0.0,0.0,170160.99,271.85,164976.38,170432.84,1.033074,0,1531709.36,1537516.83,0.0,5807.47,0.0,0.0,0.0,0.0,0.0,897512.7,0.0,7
Y16-08,TOTAL,0.0,4166.67,38788.75,7757.75,1939.44,9269.91,2380.85,3061.09,12752.3,7629.0,5123.3,1627.42,0.0,0.0,170160.99,271.85,165056.71,170432.84,1.032571,0,1541484.39,1547278.47,0.0,5794.09,0.0,0.0,0.0,0.0,0.0,884089.62,0.0,7
Y16-09,TOTAL,0.0,4166.67,37537.5,7507.5,1876.88,9269.91,2386.72,3068.64,12752.3,7705.62,5046.68,675.56,0.0,0.0,170160.99,271.85,165137.24,170432.84,1.032068,0,1551305.42,1556147.65,0.0,4842.23,0.0,0.0,0.0,0.0,0.0,871541.77,0.0,7
Y16-10,TOTAL,0.0,4166.67,38788.75,7757.75,1939.44,9269.91,2392.61,3076.21,12752.3,7777.25,4975.05,1600.54,0.0,0.0,170160.99,271.85,165217.96,170432.84,1.031564,0,1560486.09,1566253.3,0.0,5767.21,0.0,0.0,0.0,0.0,0.0,857997.32,0.0,7
Y16-11,TOTAL,0.0,4166.67,37537.5,7507.5,1876.88,9269.91,2398.51,3083.8,12752.3,7854.56,4897.73,648.62,0.0,0.0,170160.99,271.85,165298.89,170432.84,1.031059,0,1570395.93,1575211.21,0.0,4815.28,0.0,0.0,0.0,0.0,0.0,845327.47,0.0,7
Y16-12,TOTAL,0.0,4166.67,38788.75,7757.75,1939.44,9269.91,2404.42,3091.4,12752.3,7926.89,4825.41,1573.53,0.0,0.0,170160.99,271.85,165380.01,170432.84,1.030553,0,1579665.86,1585406.06,0.0,5740.2,0.0,0.0,0.0,0.0,0.0,831660.38,0.0,7
Y17-01,TOTAL,0.0,4166.67,38788.75,7757.75,1939.44,9548.0,2410.35,3099.03,12752.3,8004.9,4747.39,1281.88,0.0,0.0,170160.99,271.85,167129.92,170432.84,1.019763,0,1655331.67,1660780.22,0.0,5448.55,0.0,0.0,0.0,0.0,0.0,818206.93,0.0,7
Y17-02,TOTAL,0.0,4166.67,35035.0,7007.0,1751.75,9548.0,2416.3,3106.67,12752.3,8081.7,4670.6,-1547.02,0.0,0.0,170160.99,271.85,167211.45,170432.84,1.019265,0,1665174.92,1667794.57,0.0,2619.65,0.0,0.0,0.0,0.0,0.0,807505.58,0.0,7
Y17-03,TOTAL,0.0,4166.67,38788.75,7757.75,1939.44,9548.0,2422.26,3114.33,12752.3,8142.79,4609.51,1254.67,0.0,0.0,170160.99,271.85,167293.17,170432.84,1.018767,0,1673004.59,1678425.94,0.0,5421.34,0.0,0.0,0.0,0.0,0.0,793941.45,0.0,7
Y17-04,TOTAL,0.0,4166.67,37537.5,7507.5,1876.88,9548.0,2428.23,3122.01,12752.3,8220.21,4532.08,302.58,0.0,0.0,170160.99,271.85,167375.1,170432.84,1.018269,0,1682928.83,1687398.08,0.0,4469.25,0.0,0.0,0.0,0.0,0.0,781251.99,0.0,7
Y17-05,TOTAL,0.0,4166.67,38788.75,7757.75,1939.44,9548.0,2434.22,3129.71,12752.3,8292.65,4459.65,1227.33,0.0,0.0,170160.99,271.85,167457.23,170432.84,1.017769,0,1692213.11,1697607.11,0.0,5394.0,0.0,0.0,0.0,0.0,0.0,767565.34,0.0,7
Y17-06,TOTAL,0.0,4166.67,37537.5,7507.5,1876.88,9548.0,2440.22,3137.43,12752.3,8370.78,4381.52,275.17,0.0,0.0,170160.99,271.85,167539.57,170432.84,1.017269,0,1702226.98,1706668.82,0.0,4441.84,0.0,0.0,0.0,0.0,0.0,754752.72,0.0,7
Y17-07,TOTAL,0.0,4166.67,38788.75,7757.75,1939.44,9548.0,2446.24,3145.17,12752.3,8443.92,4308.38,1199.85,0.0,0.0,170160.99,271.85,167622.1,170432.84,1.016768,0,1711601.37,1716967.89,0.0,5366.52,0.0,0.0,0.0,0.0,0.0,740942.29,0.0,7
Y17-08,TOTAL,0.0,4166.67,38788.75,7757.75,1939.44,9548.0,2452.27,3152.92,12752.3,8522.75,4229.55,1186.06,0.0,0.0,170160.99,271.85,167704.84,170432.84,1.016267,0,1721705.82,1727058.55,0.0,5352.73,0.0,0.0,0.0,0.0,0.0,727066.8,0.0,7
Y17-09,TOTAL,0.0,4166.67,37537.5,7507.5,1876.88,9548.0,2458.32,3160.7,12752.3,8601.96,4150.34,233.8,0.0,0.0,170160.99,271.85,167787.79,170432.84,1.015764,0,1731857.85,1736258.32,0.0,4400.47,0.0,0.0,0.0,0.0,0.0,714064.38,0.0,7
Y17-10,TOTAL,0.0,4166.67,38788.75,7757.75,1939.44,9548.0,2464.39,3168.5,12752.3,8676.18,4076.12,1158.38,0.0,0.0,170160.99,271.85,167870.93,170432.84,1.015261,0,1741371.11,1746696.16,0.0,5325.05,0.0,0.0,0.0,0.0,0.0,700063.15,0.0,7
Y17-11,TOTAL,0.0,4166.67,37537.5,7507.5,1876.88,9548.0,2470.46,3176.31,12752.3,8756.1,3996.19,206.05,0.0,0.0,170160.99,271.85,167954.29,170432.84,1.014757,0,1751615.15,1755987.87,0.0,4372.72,0.0,0.0,0.0,0.0,0.0,686934.33,0.0,7
Y17-12,TOTAL,0.0,4166.67,38788.75,7757.75,1939.44,9548.0,2476.56,3184.14,12752.3,8831.05,3921.25,1130.56,0.0,0.0,170160.99,271.85,168037.85,170432.84,1.014253,0,1761220.89,1766518.12,0.0,5297.23,0.0,0.0,0.0,0.0,0.0,672806.05,0.0,7
Y18-01,TOTAL,0.0,4166.67,38788.75,7757.75,1939.44,9834.44,2482.66,3192.0,12752.3,8911.7,3840.6,830.16,0.0,0.0,170160.99,271.85,169840.25,170432.84,1.003489,0,1839194.11,1844190.94,0.0,4996.83,0.0,0.0,0.0,0.0,0.0,658897.53,0.0,7
Y18-02,TOTAL,0.0,4166.67,35035.0,7007.0,1751.75,9834.44,2488.79,3199.87,12752.3,8991.09,3761.21,-1999.15,0.0,0.0,170160.99,271.85,169924.22,170432.84,1.002993,0,1849370.32,1851537.85,0.0,2167.52,0.0,0.0,0.0,0.0,0.0,647738.92,0.0,7
Y18-03,TOTAL,0.0,4166.67,38788.75,7757.75,1939.44,9834.44,2494.92,3207.76,12752.3,9054.79,3697.51,802.14,0.0,0.0,170160.99,271.85,170008.4,170432.84,1.002497,0,1857534.55,1862503.36,0.0,4968.8,0.0,0.0,0.0,0.0,0.0,633715.32,0.0,7
Y18-04,TOTAL,0.0,4166.67,37537.5,7507.5,1876.88,9834.44,2501.08,3215.67,12752.3,9134.84,3617.46,-150.36,0.0,0.0,170160.99,271.85,170092.79,170432.84,1.001999,0,1867794.95,1871811.26,0.0,4016.3,0.0,0.0,0.0,0.0,0.0,620564.18,0.0,7
Y18-05,TOTAL,0.0,4166.67,38788.75,7757.75,1939.44,9834.44,2507.25,3223.6,12752.3,9209.91,3542.39,773.97,0.0,0.0,170160.99,271.85,170177.38,170432.84,1.001501,0,1877417.02,1882357.66,0.0,4940.64,0.0,0.0,0.0,0.0,0.0,606413.63,0.0,7
Y18-06,TOTAL,0.0,4166.67,37537.5,7507.5,1876.88,9834.44,2513.43,3231.55,12752.3,9290.69,3461.61,-178.6,0.0,0.0,170160.99,271.85,170262.18,170432.84,1.001002,0,1887770.31,1891758.38,0.0,3988.07,0.0,0.0,0.0,0.0,0.0,593134.88,0.0,7
Y18-07,TOTAL,0.0,4166.67,38788.75,7757.75,1939.44,9834.44,2519.63,3239.52,12752.3,9366.49,3385.81,745.67,0.0,0.0,170160.99,271.85,170347.2,170432.84,1.000503,0,1897485.75,1902398.09,0.0,4912.34,0.0,0.0,0.0,0.0,0.0,578856.06,0.0,7
